PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),Yes,No,Under Vote,Over Vote
Pct 1101,Election Day,1101,1,586,159,27.13,84,60,15,0
Pct 1101,VBM,1101,1,586,287,48.98,141,120,21,0
Pct 1102,Election Day,1102,1,996,291,29.22,151,113,26,0
Pct 1102,VBM,1102,1,996,519,52.11,220,243,54,0
Pct 1103,Election Day,1103,1,971,263,27.09,125,115,23,0
Pct 1103,VBM,1103,1,971,518,53.35,252,211,49,1
Pct 1104/1105,Election Day,1104,1,991,329,33.20,157,131,41,0
Pct 1104/1105,VBM,1104,1,991,434,43.79,215,184,36,1
Pct 1106,Election Day,1106,1,808,217,26.86,118,66,33,0
Pct 1106,VBM,1106,1,808,383,47.40,199,146,31,0
Pct 1107,Election Day,1107,1,781,222,28.43,123,75,23,1
Pct 1107,VBM,1107,1,781,284,36.36,154,106,19,0
Pct 1108,Election Day,1108,1,951,250,26.29,126,85,38,0
Pct 1108,VBM,1108,1,951,494,51.95,262,187,40,0
Pct 1109,Election Day,1109,1,809,215,26.58,114,75,27,0
Pct 1109,VBM,1109,1,809,402,49.69,183,166,47,0
Pct 1111,Election Day,1111,1,1031,246,23.86,124,87,35,0
Pct 1111,VBM,1111,1,1031,471,45.68,239,160,63,0
Pct 1112,Election Day,1112,1,765,173,22.61,71,75,25,0
Pct 1112,VBM,1112,1,765,384,50.20,189,141,48,1
Pct 1113,Election Day,1113,1,713,145,20.34,66,66,13,0
Pct 1113,VBM,1113,1,713,402,56.38,177,166,52,0
Pct 1114,Election Day,1114,1,971,297,30.59,121,129,47,0
Pct 1114,VBM,1114,1,971,444,45.73,226,171,44,0
Pct 1115,Election Day,1115,1,910,233,25.60,130,72,30,0
Pct 1115,VBM,1115,1,910,513,56.37,264,177,66,0
Pct 1116,Election Day,1116,1,913,245,26.83,126,89,30,0
Pct 1116,VBM,1116,1,913,391,42.83,190,147,50,1
Pct 1117,Election Day,1117,1,886,273,30.81,128,111,30,0
Pct 1117,VBM,1117,1,886,371,41.87,186,145,37,0
Pct 1118,Election Day,1118,1,1031,261,25.32,147,89,25,0
Pct 1118,VBM,1118,1,1031,515,49.95,251,205,51,0
Pct 1119,Election Day,1119,1,783,176,22.48,94,58,25,0
Pct 1119,VBM,1119,1,783,411,52.49,205,151,50,0
Pct 1121,Election Day,1121,1,691,192,27.79,100,66,27,0
Pct 1121,VBM,1121,1,691,333,48.19,155,128,48,0
Pct 1122,Election Day,1122,1,658,166,25.23,80,70,16,0
Pct 1122,VBM,1122,1,658,316,48.02,150,125,39,0
Pct 1123,Election Day,1123,1,954,259,27.15,112,104,39,3
Pct 1123,VBM,1123,1,954,387,40.57,204,141,39,2
Pct 1124,Election Day,1124,1,831,210,25.27,94,86,30,0
Pct 1124,VBM,1124,1,831,346,41.64,166,128,45,0
Pct 1125,Election Day,1125,1,1029,234,22.74,125,76,34,0
Pct 1125,VBM,1125,1,1029,511,49.66,243,206,57,2
Pct 1126,Election Day,1126,1,954,254,26.62,118,102,32,0
Pct 1126,VBM,1126,1,954,447,46.86,212,178,51,0
Pct 1127,Election Day,1127,1,911,273,29.97,139,102,33,0
Pct 1127,VBM,1127,1,911,412,45.23,219,146,45,0
Pct 1128,Election Day,1128,1,907,237,26.13,132,79,26,0
Pct 1128,VBM,1128,1,907,449,49.50,229,152,63,0
